Feature,Correlation,Abs_Correlation,Category,Text_Type,Non_Null_Count,Non_Zero_Count,Mean,Std,Data_Quality
Story_Function_Word_Count,-0.18513659456136888,0.18513659456136888,Surface,Story,2860,2860,19.232167832167832,9.505909146165472,Good
Question_Content_Word_Count,0.18467605999613745,0.18467605999613745,Surface,Question,2860,2860,3.634965034965035,1.9172185585439723,Good
Question_Discourse_contrast_Count,0.18261810777151302,0.18261810777151302,Network,Question,2860,141,0.05,0.22116895078623777,Fair
Story_MS_emotional_verbs_basic_Count,-0.1815143334226242,0.1815143334226242,Other,Story,2860,476,0.18951048951048952,0.4501312678952009,Fair
Question_MS_emotional_verbs_basic_Count,0.17994561804666115,0.17994561804666115,Other,Question,2860,256,0.08986013986013985,0.287251539037198,Fair
Story_Temporal_Complexity,-0.17929239703407726,0.17929239703407726,Other,Story,2860,1358,0.010075377296040335,0.012989309422392577,Good
Story_Temporal_Semantic_Complexity,-0.17771239665974997,0.17771239665974997,Other,Story,2860,1300,0.791958041958042,1.1204504657626386,Good
Question_Discourse_Connected_Components,-0.17640286597620822,0.17640286597620822,Network,Question,82,2860,2.024390243902439,0.1552067323932396,Good
Question_MS_emotional_verbs_Total,0.1754939482574011,0.1754939482574011,Other,Question,2860,258,0.09125874125874125,0.29164743465188175,Fair
Question_Contradiction_Resolution,0.17236052971484317,0.17236052971484317,Other,Question,2860,138,0.003349908694796978,0.016174704187900568,Fair
Story_Discourse_causal_Count,-0.17009048623341302,0.17009048623341302,Network,Story,2860,1764,0.6965034965034965,0.6147780846590639,Good
Question_Sentiment_Positive,-0.16918898484565947,0.16918898484565947,Other,Question,2860,914,0.07523181818181818,0.12241292070912758,Fair
Question_Coleman_Liau,-0.1684651934864234,0.1684651934864234,Other,Question,2860,2860,6.248782275312102,4.188510633265812,Good
Question_Coleman_Liau_Index,-0.1684651934864234,0.1684651934864234,Other,Question,2860,2860,6.248782275312102,4.188510633265813,Good
Question_Emotional_Transitions,0.16709232016095524,0.16709232016095524,Other,Question,2860,211,0.00809622151605965,0.032082064663117686,Fair
Question_Verb_Argument_Complexity,-0.16658797657812535,0.16658797657812535,Other,Question,2860,2297,1.1731876456876458,0.7315768802998992,Good
Story_Dep_Label_Diversity,0.1572774091164335,0.1572774091164335,Syntactic,Story,2860,2860,0.2838506372723787,0.10886167913174406,Good
Story_Causal_Chain_Depth,-0.15641004651447094,0.15641004651447094,Other,Story,2860,488,0.2153846153846154,0.5353286859507679,Fair
Question_Entity_Network_Nodes,-0.15552132702853258,0.15552132702853258,Network,Question,782,2860,1.9168797953964194,0.41667728203411614,Good
Story_Recursive_MS_Chains,-0.15508851163246115,0.15508851163246115,Other,Story,2860,344,0.12797202797202797,0.3603087546225539,Fair
Question_Difficult_Words.1,0.15054020831322382,0.15054020831322382,Other,Question,2860,2196,1.382867132867133,1.1866342763210325,Good
Question_Difficult_Words,0.15054020831322382,0.15054020831322382,Other,Question,2860,2196,1.382867132867133,1.1866342763210325,Good
Story_Temporal_MS_Complexity,-0.14956033628451404,0.14956033628451404,Other,Story,2860,1193,2.7846153846153845,6.349099218577884,Good
Story_Discourse_Avg_Path_Length,-0.1491245779778341,0.1491245779778341,Network,Story,674,2860,1.3009608591210966,0.32433080839362105,Good
Story_False_Belief_Score,-0.1478840153244257,0.1478840153244257,Other,Story,2860,539,0.21433566433566434,0.4759380706942288,Fair
Story_MS_Contradictions,-0.1478840153244257,0.1478840153244257,Other,Story,2860,539,0.21433566433566434,0.4759380706942288,Fair
Question_Question_yes_no_questions_Count,-0.14741673170423072,0.14741673170423072,Other,Question,2860,2751,0.9618881118881119,0.1914998552011962,Good
Story_Emotional_Transitions,-0.14572835966245834,0.14572835966245834,Other,Story,2860,1319,0.009330303933364793,0.012389931176893184,Good
Story_Discourse_Connected_Components,-0.14301784102627021,0.14301784102627021,Network,Story,1459,2860,2.71418779986292,0.9735234017810714,Good
Question_Total_Clauses_Enhanced,0.14008545926933408,0.14008545926933408,Syntactic,Question,2860,1438,0.740909090909091,0.8809939131733494,Good
Question_Avg_Clauses_Per_Sentence,0.1398359512445216,0.1398359512445216,Syntactic,Question,2860,1438,0.7402680652680652,0.8806782125823251,Good
Story_Tense_Variety,-0.1387053625271834,0.1387053625271834,Other,Story,2860,2860,1.2111888111888112,0.42087948941554326,Good
Story_Entity_Network_Nodes,-0.13768635286574998,0.13768635286574998,Network,Story,2454,2860,2.3007334963325183,0.881031406396452,Good
Question_Subordinate_Clauses,0.13685656801091284,0.13685656801091284,Syntactic,Question,2860,1427,0.7342657342657343,0.8784151278158756,Good
Question_Subordinate_Clauses.1,0.13685656801091284,0.13685656801091284,Syntactic,Question,2860,1427,0.7342657342657343,0.8784151278158756,Good
Story_MS_volitional_verbs_decision_Count,-0.13631744748555397,0.13631744748555397,Other,Story,2860,311,0.12097902097902098,0.3617518192259397,Fair
Story_Recursive_MS_Max_Depth,-0.13567177167878736,0.13567177167878736,Other,Story,2860,344,0.25034965034965034,0.6848047570012128,Fair
Story_Discourse_contrast_Count,-0.13514954254173198,0.13514954254173198,Network,Story,2860,1004,0.406993006993007,0.6060959247310319,Good
Story_Discourse_Network_Density,0.1349215210666011,0.1349215210666011,Network,Story,2133,2618,0.40457912987490213,0.2998239943177427,Good
Question_Causal_Depth,-0.13490636932731623,0.13490636932731623,Other,Question,2860,1182,0.056718845123734825,0.08017770849503021,Good
Story_Cross_Sentence_Attention,-0.1333313154285955,0.1333313154285955,Other,Story,2858,2860,0.0050335663215777616,0.001743692745982225,Good
Story_Abstract_Concrete_Ratio,-0.13278197607386377,0.13278197607386377,Other,Story,2860,120,0.03385780885780885,0.17012763277292214,Fair
Story_Mental_State_Depth,-0.1326301214150456,0.1326301214150456,Other,Story,2860,2328,0.02857422341392807,0.025397482065512417,Good
Story_Abstract_Word_Count,-0.1296019391554347,0.1296019391554347,Surface,Story,2860,120,0.044055944055944055,0.21523712575653695,Fair
Story_Digit_Ratio,-0.12533050193264034,0.12533050193264034,Other,Story,2860,269,0.0010438276868698906,0.0036254620833602686,Fair
Story_Entity_Network_Edges,-0.12483338231861034,0.12483338231861034,Network,Story,2454,2522,1.8842705786471068,2.0129151732334427,Good
Story_Discourse_Network_Edges,-0.12265048117328306,0.12265048117328306,Network,Story,2133,2618,4.236286919831223,4.1885056347518015,Good
Story_Entity_Count,-0.12026309037917624,0.12026309037917624,Other,Story,2860,2664,2.9041958041958043,1.5337807090653808,Good
Question_MS_cognitive_verbs_Total,0.11979471819881854,0.11979471819881854,Other,Question,2860,496,0.17412587412587413,0.381123922236842,Fair
Question_Sentiment_Neutral,0.11927756107762187,0.11927756107762187,Other,Question,2860,2860,0.9093125874125875,0.1384907538199491,Good
Question_Sentiment_Compound,-0.11864994543544849,0.11864994543544849,Other,Question,2860,1011,0.07119618881118882,0.20030807081807178,Good
Story_Yngve_Depth.1,0.11817397179282157,0.11817397179282157,Syntactic,Story,2860,2813,0.1472759214951565,0.05480482708853952,Good
Story_Yngve_Depth,0.11817397179282157,0.11817397179282157,Syntactic,Story,2860,2813,0.1472759214951565,0.05480482708853952,Good
Question_MS_cognitive_verbs_basic_Count,0.11814669000724662,0.11814669000724662,Other,Question,2860,488,0.17132867132867133,0.37871348976154795,Fair
Question_Discourse_causal_Count,0.1164310858547439,0.1164310858547439,Network,Question,2860,276,0.0965034965034965,0.2953321325951667,Fair
Story_Contradiction_Resolution,-0.11623098054111977,0.11623098054111977,Other,Story,2860,884,0.005306984564017061,0.009167737460873336,Fair
Story_Concrete_Word_Count,-0.11597327729352888,0.11597327729352888,Surface,Story,2860,737,0.3006993006993007,0.5476263132950716,Fair
Question_Predicate_Count,0.11114918577436353,0.11114918577436353,Other,Question,2860,2570,1.984965034965035,1.2298538825422152,Good
Question_Semantic_Density,-0.10765810108221016,0.10765810108221016,Other,Question,2860,2860,0.30138500292208287,0.08426372465128991,Good
Story_Character_Introduction,-0.10749386278612878,0.10749386278612878,Other,Story,2860,75,0.026573426573426574,0.16302108003567653,Poor
Question_Mental_State_Depth,0.1063061064333342,0.1063061064333342,Other,Question,2860,905,0.046287324602130135,0.0809664831661872,Fair
Story_Semantic_Density,-0.10528461467090142,0.10528461467090142,Other,Story,2860,2860,0.38561235052943194,0.055412273527246265,Good
Story_Mental_State_Interaction,-0.10524573637037926,0.10524573637037926,Other,Story,2860,874,0.00011538374690063995,0.0003052478265100956,Fair
Question_Emotion_Fear_Count,0.10466532967247033,0.10466532967247033,Other,Question,2860,32,0.011188811188811189,0.10520214563042858,Poor
Question_MS_volitional_verbs_Total,-0.09540748317582416,0.09540748317582416,Other,Question,2860,165,0.05804195804195804,0.23535453595655487,Fair
Question_Text_Standard,-0.0933048339337649,0.0933048339337649,Other,Question,2860,2806,5.571328671328671,3.3966245075277004,Good
Story_Perspective_Markers,-0.09254655589269939,0.09254655589269939,Other,Story,2860,161,0.05874125874125874,0.2453709019307906,Fair
Question_Entity_Network_Edges,-0.09223988446600519,0.09223988446600519,Network,Question,782,2758,0.9654731457800512,0.5836743682602235,Good
Story_MS_perceptual_verbs_Total,0.08732923807011514,0.08732923807011514,Other,Story,2860,1788,0.8692307692307693,0.8782260387044554,Good
Story_MS_Verb_Density,-0.08651207759912018,0.08651207759912018,Other,Story,2860,2437,0.027005900693968427,0.019142912227174853,Good
Story_Perspective_Shifts,-0.08639412610270367,0.08639412610270367,Other,Story,2860,666,0.005299050758064122,0.011810891577062266,Fair
Story_ToM_perspective_taking_Count,-0.08488282082985317,0.08488282082985317,Other,Story,2860,70,0.026573426573426574,0.1734174126602859,Poor
Story_Pronoun_Count,-0.084689241035915,0.084689241035915,Other,Story,2860,2701,3.3286713286713288,2.7587533714995325,Good
Question_Hedging_Count,0.08269383423149997,0.08269383423149997,Other,Question,2860,140,0.0493006993006993,0.21814233779303577,Fair
Question_Discourse_Network_Nodes,-0.08068715304598785,0.08068715304598785,Network,Question,84,2860,2.0476190476190474,0.2142378986621611,Good
Question_Flesch_Kincaid_Grade.1,-0.07746508799863454,0.07746508799863454,Readability,Question,2860,2860,4.430783626621653,3.563205237448599,Good
Question_Flesch_Kincaid_Grade.2,-0.07746508799863454,0.07746508799863454,Readability,Question,2860,2860,4.430783626621653,3.563205237448599,Good
Question_Flesch_Kincaid_Grade,-0.07746508799863454,0.07746508799863454,Readability,Question,2860,2860,4.430783626621653,3.563205237448599,Good
Question_MS_volitional_verbs_intention_Count,-0.07726810958625223,0.07726810958625223,Other,Question,2860,132,0.046153846153846156,0.20985487107569858,Fair
Story_ToM_Complex_Reasoning,-0.07572488848842143,0.07572488848842143,Other,Story,2860,91,0.031818181818181815,0.17554646149950348,Poor
Question_Sentiment_Negative,0.07549462354472053,0.07549462354472053,Other,Question,2860,241,0.015452447552447554,0.055520080825858,Fair
Story_Uncertainty_Level,-0.07275713687779035,0.07275713687779035,Other,Story,2860,276,0.001534922669476051,0.005503502807346175,Fair
Story_Dep_Total_Depth,-0.06963497478842845,0.06963497478842845,Syntactic,Story,2860,2860,205.0479020979021,99.0712916265779,Good
Story_Parse_Total_Depth,-0.06963497478842845,0.06963497478842845,Other,Story,2860,2860,205.0479020979021,99.0712916265779,Good
Question_Emotion_Surprise_Count,0.06675442126612766,0.06675442126612766,Other,Question,2860,16,0.005594405594405594,0.07459928983269896,Poor
Question_ToM_mental_state_attribution_Count,0.06409961752269495,0.06409961752269495,Other,Question,2860,53,0.02972027972027972,0.23093539448651945,Poor
Story_Coref_Complexity,-0.06370140160783364,0.06370140160783364,Other,Story,2860,2534,1.2477832167832168,1.5044056026938748,Good
Story_MS_emotional_verbs_complex_Count,-0.06210343036109448,0.06210343036109448,Other,Story,2860,51,0.01783216783216783,0.13236429882809425,Poor
Question_Emotion_Joy_Count,0.06198650113200971,0.06198650113200971,Other,Question,2860,47,0.016433566433566433,0.1271580036000335,Poor
Question_Discourse_Network_Edges,0.060515364784490884,0.060515364784490884,Network,Question,84,2780,0.047619047619047616,0.21423789866216114,Good
Question_Complexity_Variance,0.05941072968932477,0.05941072968932477,Other,Question,2860,64,0.021357808857808858,0.21968170433358628,Poor
Question_MS_volitional_verbs_decision_Count,-0.05755909817623625,0.05755909817623625,Other,Question,2860,34,0.011888111888111888,0.10840153775583342,Poor
Story_MS_perceptual_verbs_general_Count,-0.05746101718858136,0.05746101718858136,Other,Story,2860,102,0.03566433566433566,0.1854842859747421,Fair
Question_Complexity_Gradient,0.05542142411846786,0.05542142411846786,Other,Question,2860,64,0.01893939393939394,0.14426411539618472,Poor
Question_Gunning_Fog.1,-0.05307705066175944,0.05307705066175944,Readability,Question,2860,2860,6.372844805641924,3.563186829951006,Good
Question_Gunning_Fog,-0.05307705066175944,0.05307705066175944,Readability,Question,2860,2860,6.372844805641924,3.563186829951006,Good
Story_ToM_mental_state_attribution_Count,-0.052532451707955986,0.052532451707955986,Other,Story,2860,246,0.13006993006993006,0.47446661424769593,Fair
Story_Readability_Composite,0.05250146335899498,0.05250146335899498,Other,Story,2860,2860,28.789994957339072,3.3207465951309327,Good
Story_MS_cognitive_verbs_epistemic_Count,-0.052378771317353356,0.052378771317353356,Other,Story,2860,8,0.002797202797202797,0.052823802418999824,Poor
Story_MS_emotional_verbs_social_Count,-0.051088939057671,0.051088939057671,Other,Story,2860,6,0.002097902097902098,0.0457627922448388,Poor
Question_Politeness_Markers,-0.049152257082343345,0.049152257082343345,Other,Question,2860,46,0.016083916083916083,0.12582034397396324,Poor
Story_Hedging_Count,-0.04867012264689249,0.04867012264689249,Other,Story,2860,224,0.08216783216783216,0.2883360128870185,Fair
Question_Entity_Network_Clustering,0.047952904821205115,0.047952904821205115,Network,Question,782,2114,0.04603580562659847,0.20969678431954938,Good
Question_Concrete_Word_Count,0.04742132691700034,0.04742132691700034,Surface,Question,2860,112,0.03951048951048951,0.1966271336580007,Fair
Story_Emotion_Anger_Count,-0.045934817329199,0.045934817329199,Other,Story,2860,53,0.01853146853146853,0.13488667424569176,Poor
Question_Emotion_Sadness_Count,0.04426986209391601,0.04426986209391601,Other,Question,2860,22,0.007692307692307693,0.0873830988057602,Poor
Story_Entity_Relation_Depth,-0.04354448108593497,0.04354448108593497,Other,Story,2860,2331,0.12352318581103636,0.10714636172494793,Good
Story_Entity_Density,-0.043198882166278624,0.043198882166278624,Other,Story,2860,2857,0.09078376637130688,0.030472065444524618,Good
Question_TextBlob_Polarity,-0.042953082723975494,0.042953082723975494,Other,Question,2860,988,0.09032281165803892,0.21137165312046044,Fair
Question_Discourse_Network_Density,0.04129110862904,0.04129110862904,Network,Question,84,2780,0.031746031746031744,0.16047993297088273,Good
Story_Emotion_Surprise_Count,-0.0381052574734933,0.0381052574734933,Other,Story,2860,40,0.014685314685314685,0.12599130088617835,Poor
Question_ToM_Complex_Reasoning,-0.03610293178609688,0.03610293178609688,Other,Question,2860,2,0.0006993006993006993,0.02643966911751188,Poor
Story_ToM_recursive_thinking_Count,0.03463907474609998,0.03463907474609998,Other,Story,2860,33,0.011538461538461539,0.10681439376163794,Poor
Question_Automated_Readability,-0.032420738942737864,0.032420738942737864,Other,Question,2860,2860,5.140173196104698,3.7209314837429956,Good
Question_Automated_Readability_Index.1,-0.032420738942737864,0.032420738942737864,Other,Question,2860,2860,5.140173196104698,3.7209314837429956,Good
Question_Automated_Readability_Index,-0.032420738942737864,0.032420738942737864,Other,Question,2860,2860,5.140173196104698,3.7209314837429956,Good
Story_Composite_Readability,-0.03224653007810316,0.03224653007810316,Other,Story,2860,2860,24.16941651765559,1.9835444566201983,Good
Question_Uncertainty_Level,0.03194148441678704,0.03194148441678704,Other,Question,2860,243,0.011341769362372847,0.04014034468172405,Fair
Story_Sentiment_Negative,0.03024283908138101,0.03024283908138101,Other,Story,2860,1529,0.03217027972027972,0.045873695822793596,Good
Story_Cognitive_Load_Index,-0.02953218854935667,0.02953218854935667,Other,Story,2860,222,8.038027719018492e-08,4.089146328514868e-07,Fair
Question_Punct_Ratio,-0.028936839784746853,0.028936839784746853,Other,Question,2860,2857,0.02674172402350074,0.010466732293874565,Good
Question_Dialogue_Markers,0.028725854573395434,0.028725854573395434,Other,Question,2860,316,0.11818181818181818,0.3499135682289142,Fair
Question_Yngve_Depth,0.0287022485884744,0.0287022485884744,Syntactic,Question,2860,1552,0.11283716925133334,0.11869440910495745,Good
Question_Yngve_Depth.1,0.0287022485884744,0.0287022485884744,Syntactic,Question,2860,1552,0.11283716925133334,0.11869440910495745,Good
Question_TextBlob_Subjectivity,0.0286015285872118,0.0286015285872118,Other,Question,2860,1102,0.23482263254422345,0.3401503542703799,Good
Question_MS_perceptual_verbs_auditory_Count,0.02758385690072677,0.02758385690072677,Other,Question,2860,13,0.004545454545454545,0.06727834746331005,Poor
Question_Emotion_Anger_Count,0.024979372558168896,0.024979372558168896,Other,Question,2860,13,0.004545454545454545,0.06727834746331005,Poor
Story_Inference_Complexity,-0.024099575778047402,0.024099575778047402,Other,Story,2860,170,2.823998945766153e-07,2.29142760545775e-06,Fair
Story_Emotion_Fear_Count,0.02394303846484976,0.02394303846484976,Other,Story,2860,40,0.013986013986013986,0.11745309236204594,Poor
Story_MS_cognitive_verbs_metacognitive_Count,-0.021607969309569097,0.021607969309569097,Other,Story,2860,89,0.031118881118881118,0.1736693472542942,Poor
Question_MS_cognitive_verbs_epistemic_Count,0.021330205443248904,0.021330205443248904,Other,Question,2860,1,0.00034965034965034965,0.018698939800169147,Poor
Question_Cognitive_Load_Index,0.019824246528970697,0.019824246528970697,Other,Question,2860,56,3.7352357789045747e-06,3.842258096135202e-05,Poor
Question_Causal_Chain_Depth,0.01974795731901013,0.01974795731901013,Other,Question,2860,14,0.0048951048951048955,0.06980577795355325,Poor
Question_Dale_Chall,-0.019344234231748983,0.019344234231748983,Readability,Question,2860,2860,9.072617186611462,2.980061255001468,Good
Question_Dale_Chall_Readability,-0.019344234231748983,0.019344234231748983,Readability,Question,2860,2860,9.072617186611462,2.980061255001468,Good
Story_Discourse_Network_Clustering,0.01915149288921279,0.01915149288921279,Network,Story,2133,1670,0.25910447658064467,0.3314476407731923,Good
Question_Working_Memory_Load,0.01849801561695322,0.01849801561695322,Other,Question,2860,28,0.0008973561448037769,0.009541947197110557,Poor
Story_MS_volitional_verbs_motivation_Count,-0.0181195913964921,0.0181195913964921,Other,Story,2860,12,0.004195804195804196,0.06465029654092688,Poor
Story_MS_cognitive_verbs_advanced_Count,0.017590680207963175,0.017590680207963175,Other,Story,2860,38,0.013286713286713287,0.11451970187662065,Poor
Story_Emotion_Disgust_Count,0.016916007833023553,0.016916007833023553,Other,Story,2860,2,0.0006993006993006993,0.02643966911751188,Poor
Question_Emotion_Disgust_Count,0.01691600783302355,0.01691600783302355,Other,Question,2860,2,0.0006993006993006993,0.026439669117511885,Poor
Story_Coordinate_Clauses.1,0.014925920432072942,0.014925920432072942,Syntactic,Story,2860,2020,1.656993006993007,1.5616636428131425,Good
Story_Coordinate_Clauses,0.014925920432072942,0.014925920432072942,Syntactic,Story,2860,2020,1.656993006993007,1.5616636428131425,Good
Question_PCA_Cumulative_Variance,-0.013571953627545055,0.013571953627545055,Embedding,Question,2860,4,0.0013986013986013986,0.03737825331738055,Poor
Question_MS_emotional_verbs_complex_Count,-0.013571953627545054,0.013571953627545054,Other,Question,2860,4,0.0013986013986013986,0.03737825331738055,Poor
Story_Entity_Network_Density,-0.012809836970046434,0.012809836970046434,Network,Story,2454,2522,0.8622656886715566,0.3446911464684355,Good
Story_Coleman_Liau_Index,-0.012456541606551554,0.012456541606551554,Other,Story,2860,2860,8.008928033354954,2.2933430206726904,Good
Story_Coleman_Liau,-0.012456541606551554,0.012456541606551554,Other,Story,2860,2860,8.008928033354954,2.2933430206726904,Good
Question_Lexical_Cohesion,0.01139568773198915,0.01139568773198915,Other,Question,2860,9,0.0003145514616102851,0.006123147668146983,Poor
Question_PCA_First_Component,-0.011366035354585321,0.011366035354585321,Embedding,Question,2860,4,0.0009206044507193399,0.02471193252704362,Poor
Story_Emotion_Sadness_Count,-0.0110881397981423,0.0110881397981423,Other,Story,2860,36,0.012587412587412588,0.11150478440580072,Poor
Question_MS_cognitive_verbs_metacognitive_Count,0.010401193658110314,0.010401193658110314,Other,Question,2860,7,0.0024475524475524478,0.04942080458826524,Poor
Question_Entity_Relation_Depth,0.010379880397571466,0.010379880397571466,Other,Question,2860,687,0.0705888754033874,0.13919155475849276,Fair
Story_Meta_Uncertainty_Index,-0.010211344481897304,0.010211344481897304,Other,Story,2860,6,4.2962937791122304e-05,0.0009542867383706946,Poor
Question_MS_perceptual_verbs_general_Count,0.009867531502152336,0.009867531502152336,Other,Question,2860,4,0.0013986013986013986,0.03737825331738055,Poor
Story_SMOG_Index,-0.0097585483142639,0.0097585483142639,Readability,Story,2860,2860,10.059318525165972,3.3621175611748515,Good
Story_SMOG_Index.1,-0.0097585483142639,0.0097585483142639,Readability,Story,2860,2860,10.059318525165972,3.3621175611748515,Good
Question_Digit_Ratio,-0.009593272112797238,0.009593272112797238,Other,Question,2860,2,8.796583163671748e-06,0.00033259419229886864,Poor
Question_Sentence_Count,-0.004872172874514784,0.004872172874514784,Surface,Question,2860,2860,1.0213286713286713,0.14926537029442874,Good
Question_Semantic_Coherence_Avg,-0.004373838978133623,0.004373838978133623,Embedding,Question,2860,84,0.004895631017462981,0.032716287715461576,Poor
Question_Semantic_Coherence_Min,-0.004115980250606217,0.004115980250606217,Embedding,Question,2860,84,0.004777571435861445,0.031162427168587834,Poor
Question_Sentence_Count_Enhanced,-0.003581616739535142,0.003581616739535142,Surface,Question,2860,2860,1.0307692307692307,0.18064079682880713,Good
Question_Embedding_Trajectory_Length,-0.003454211756351975,0.003454211756351975,Embedding,Question,2860,84,0.039286599292621745,0.22842423588732425,Poor
Question_Perspective_Shifts,0.0030249570385191085,0.0030249570385191085,Other,Question,2860,41,0.0011836928860733226,0.010306159350663398,Poor
Question_Complexity_Peaks,0.0025884581106246736,0.0025884581106246736,Other,Question,2860,1,0.00034965034965034965,0.018698939800169147,Poor
Question_Embedding_Std,-0.002314607091916509,0.002314607091916509,Embedding,Question,2860,84,0.0007761547882500629,0.004472637682188034,Poor
Question_Abstract_Concrete_Ratio,0.0015983046648391805,0.0015983046648391805,Other,Question,2860,5,0.0017482517482517483,0.04178284080432861,Poor
Question_Abstract_Word_Count,0.0015983046648391805,0.0015983046648391805,Surface,Question,2860,5,0.0017482517482517483,0.04178284080432861,Poor
Question_Embedding_Variance,-0.0013473102775948386,0.0013473102775948386,Embedding,Question,2860,84,3.238613361092091e-05,0.00018726938044031846,Poor
Question_Max_Distance_To_Centroid,-0.0012155467762581277,0.0012155467762581277,Other,Question,2860,84,0.01919135163714002,0.11052623904158175,Poor
Question_Attention_Switching_Cost,-0.0011951468197285411,0.0011951468197285411,Embedding,Question,2860,84,0.019696969696969695,0.11329273123492047,Poor
Question_Avg_Distance_To_Centroid,-0.0010617086501337478,0.0010617086501337478,Other,Question,2860,84,0.01907683284757854,0.10986420358335366,Poor
